geneid	chr	s1	s2
ENSG00000062370	19	44830708	44871377
ENSG00000062485	12	56665483	56694176
ENSG00000062524	15	41795836	41806085
ENSG00000062582	7	43906157	43909492
ENSG00000062598	20	44994688	45061704
ENSG00000062650	10	88195013	88281572
ENSG00000062716	17	57784553	57919616
ENSG00000062725	17	58520520	58603580
ENSG00000062822	19	50887461	50921273
ENSG00000063046	12	53399942	53435993
ENSG00000063127	19	49792895	49828482
ENSG00000063169	19	48111453	48206533
ENSG00000063176	19	49122548	49133974
ENSG00000063177	19	49118585	49122793
ENSG00000063180	19	49141199	49149569
ENSG00000063241	19	55964352	55973710
ENSG00000063244	19	56165512	56186081
ENSG00000063245	19	56186592	56221224
ENSG00000063322	19	39881943	39891277
ENSG00000063438	5	304291	438406
ENSG00000063587	X	152599613	152625568
ENSG00000063601	X	149861435	149933576
ENSG00000063660	2	241375088	241407493
ENSG00000063761	14	78266426	78401355
ENSG00000063854	16	1845621	1877195
ENSG00000063978	4	2463947	2627047
ENSG00000064012	2	202098166	202152434
ENSG00000064042	4	41361624	41702061
ENSG00000064102	12	27058114	27091259
ENSG00000064115	12	27126128	27167367
ENSG00000064195	17	48067369	48072588
ENSG00000064199	11	124543694	124567414
ENSG00000064201	11	2323227	2339430
ENSG00000064218	9	976964	991731
ENSG00000064225	3	98451080	98540045
ENSG00000064270	16	84402133	84497793
ENSG00000064300	17	47572655	47592379
ENSG00000064309	11	125825691	125933230
ENSG00000064313	8	120743015	120845103
ENSG00000064393	7	139246316	139477577
ENSG00000064419	7	128594948	128695198
ENSG00000064490	19	19303008	19312678
ENSG00000064545	19	19229978	19249322
ENSG00000064547	19	19734477	19739739
ENSG00000064601	20	44518783	44527459
ENSG00000064607	19	19101697	19144832
ENSG00000064651	5	127419458	127525380
ENSG00000064652	5	122179134	122365049
ENSG00000064655	20	45523263	45817492
ENSG00000064666	19	1026298	1039068
ENSG00000064687	19	1040102	1065571
ENSG00000064692	5	121647049	121799914
ENSG00000064703	1	112297867	112310638
ENSG00000064726	15	83685174	83736106
ENSG00000064763	12	29302036	29493913
ENSG00000064787	20	52553316	52687304
ENSG00000064886	1	111743393	111786062
ENSG00000064932	19	1107636	1174282
ENSG00000064933	2	190649107	190742355
ENSG00000064961	19	3572775	3579086
ENSG00000064989	2	188207856	188313187
ENSG00000064995	6	34845555	34855866
ENSG00000064999	6	34857042	35059179
ENSG00000065000	19	2100988	2164464
ENSG00000065029	6	35226686	35263762
ENSG00000065054	16	2075357	2089027
ENSG00000065057	16	2089816	2097867
ENSG00000065060	6	34759857	34850915
ENSG00000065135	1	110091233	110136975
ENSG00000065150	13	98605912	98676551
ENSG00000065154	10	126085872	126107545
ENSG00000065183	1	118472343	118509165
ENSG00000065243	1	89149905	89301938
ENSG00000065268	19	983174	994569
ENSG00000065308	6	52362200	52441713
ENSG00000065320	17	8924859	9147317
ENSG00000065328	10	13203554	13253104
ENSG00000065357	12	56321103	56347811
ENSG00000065361	12	56473641	56497289
ENSG00000065413	2	197831741	198175897
ENSG00000065427	16	75661622	75682541
ENSG00000065457	16	75630879	75657198
ENSG00000065485	3	122785909	122944074
ENSG00000065491	6	37225548	37300746
ENSG00000065518	3	120315156	120321347
ENSG00000065526	1	16174359	16266955
ENSG00000065534	3	123328896	123603178
ENSG00000065548	2	187350883	187374090
ENSG00000065559	17	11924141	12047147
ENSG00000065600	1	212537273	212588243
ENSG00000065613	10	105726959	105788991
ENSG00000065615	6	84569362	84677143
ENSG00000065618	10	105791044	105845760
ENSG00000065621	10	106028631	106064703
ENSG00000065665	10	12171636	12211960
ENSG00000065675	10	6469105	6622263
ENSG00000065717	19	2997636	3047633
ENSG00000065802	2	239335383	239360891
ENSG00000065809	10	14560556	14816896
ENSG00000065833	6	83920108	84140797
ENSG00000065882	4	37892708	38140796
ENSG00000065883	7	39989636	40136733
ENSG00000065911	2	74425689	74444692
ENSG00000065923	X	46464753	46618490
ENSG00000065970	12	8185299	8208099
ENSG00000065978	1	43148098	43168020
ENSG00000065989	19	10527449	10580305
ENSG00000066027	1	212458879	212535200
ENSG00000066044	19	8023463	8070543
ENSG00000066084	12	50898768	51142450
ENSG00000066117	12	50478755	50494495
ENSG00000066135	1	44115829	44171186
ENSG00000066136	1	41157320	41237275
ENSG00000066185	1	42896000	42921938
ENSG00000066230	5	473425	524447
ENSG00000066248	2	233743396	233877982
ENSG00000066279	1	197053258	197115824
ENSG00000066294	1	160510885	160549306
ENSG00000066322	1	43829068	43833696
ENSG00000066336	11	47376411	47400127
ENSG00000066379	6	30026676	30032686
ENSG00000066382	11	30406040	30608419
ENSG00000066422	3	101367733	101396339
ENSG00000066427	14	92524896	92572965
ENSG00000066455	14	93260576	93306308
ENSG00000066468	10	123237848	123357972
ENSG00000066557	1	70610488	70671303
ENSG00000066583	5	128430444	128449721
ENSG00000066629	14	100204030	100408397
ENSG00000066651	6	126307576	126360422
ENSG00000066654	16	20744986	20753406
ENSG00000066697	9	103189438	103213511
ENSG00000066739	14	96747595	96830207
ENSG00000066777	8	68085747	68255912
ENSG00000066827	8	135490031	135725292
ENSG00000066855	8	66556969	66683496
ENSG00000066923	7	99775186	99819111
ENSG00000066926	18	55215515	55254004
ENSG00000066933	15	72114632	72410918
ENSG00000067057	10	3108525	3179904
ENSG00000067064	10	1085848	1095110
ENSG00000067066	2	231280657	231408805
ENSG00000067082	10	3818188	3827473
ENSG00000067113	5	54720682	54830878
ENSG00000067141	15	73344051	73597547
ENSG00000067167	8	71485677	71520622
ENSG00000067177	X	71798664	71934167
ENSG00000067182	12	6437923	6451280
ENSG00000067191	17	37329709	37353956
ENSG00000067208	1	92974253	93257961
ENSG00000067221	15	74275547	74286963
ENSG00000067225	15	72491370	72524164
ENSG00000067248	5	54552073	54603550
ENSG00000067334	1	94333373	94345474
ENSG00000067365	16	8715540	8740081
ENSG00000067369	15	43699407	43802926
ENSG00000067445	X	54946895	54957864
ENSG00000067533	1	218458629	218511325
ENSG00000067560	3	49396578	49450431
ENSG00000067596	17	41561233	41621831
ENSG00000067601	7	66752528	66767894
ENSG00000067606	1	1981909	2116834
ENSG00000067704	1	220267444	220321380
ENSG00000067829	X	153051221	153059978
ENSG00000067836	16	4846969	4852951
ENSG00000067840	X	153067621	153096020
ENSG00000067900	18	18526867	18691812
ENSG00000067955	16	67063019	67134961
ENSG00000067992	X	24483338	24557954
ENSG00000068001	3	50355221	50360337
ENSG00000068024	2	239969864	240323348
ENSG00000068028	3	50367219	50378411
ENSG00000068078	4	1795034	1810599
ENSG00000068079	17	41158742	41166473
ENSG00000068097	17	58120555	58156292
ENSG00000068120	17	40713485	40718295
ENSG00000068137	17	40819932	40829048
ENSG00000068305	15	100017370	100256671
ENSG00000068308	X	48779305	48815648
ENSG00000068323	X	48886242	48901012
ENSG00000068354	X	48397845	48420997
ENSG00000068366	X	108867473	108976632
ENSG00000068383	10	134351324	134596979
ENSG00000068394	X	48970334	48980151
ENSG00000068400	X	48830134	48858675
ENSG00000068438	X	48334541	48344752
ENSG00000068489	17	57232860	57282066
ENSG00000068615	2	86441116	86565206
ENSG00000068650	13	113344643	113541482
ENSG00000068654	2	86247339	86333278
ENSG00000068697	2	20232411	20251789
ENSG00000068724	2	47143296	47303276
ENSG00000068745	3	48725436	48777786
ENSG00000068784	2	45615819	45839304
ENSG00000068793	15	22892005	23006016
ENSG00000068796	5	61601989	61833076
ENSG00000068831	11	64494383	64512928
ENSG00000068878	2	54091204	54197977
ENSG00000068885	3	159974774	160117668
ENSG00000068903	19	39369197	39390502
ENSG00000068912	2	54014181	54045956
ENSG00000068971	11	64685025	64701945
ENSG00000069011	5	134363425	134370503
ENSG00000069020	5	65892176	66465423
ENSG00000069122	6	46820249	46922680
ENSG00000069188	17	71330523	71640228
ENSG00000069248	1	229577045	229644103
ENSG00000069275	1	205681947	205719404
ENSG00000069329	16	46690054	46723430
ENSG00000069345	16	46989299	47007699
ENSG00000069399	19	45250962	45263301
ENSG00000069424	1	6051526	6161253
ENSG00000069431	12	21950335	22094336
ENSG00000069493	12	9817565	9848413
ENSG00000069509	X	44382885	44402247
ENSG00000069535	X	43625858	43741693
ENSG00000069667	15	60780483	61521518
ENSG00000069702	1	92145902	92371892
ENSG00000069712	1	92632542	92650280
ENSG00000069764	16	14766405	14788526
ENSG00000069812	1	6472478	6484730
ENSG00000069849	3	141594966	141645356
ENSG00000069869	15	56119120	56285944
ENSG00000069943	15	55611158	55647846
ENSG00000069956	15	52244303	52358462
ENSG00000069966	15	52413117	52483566
ENSG00000069974	15	55495164	55611311
ENSG00000069998	22	17618401	17646177
ENSG00000070010	22	19437433	19466738
ENSG00000070018	12	12268959	12419946
ENSG00000070019	12	14765576	14849519
ENSG00000070047	11	576486	612222
ENSG00000070061	9	111629797	111696396
ENSG00000070081	11	17229700	17371521
ENSG00000070087	3	149682691	149768575
ENSG00000070159	9	112137746	112260590
ENSG00000070182	14	65213002	65346601
ENSG00000070190	4	100737990	100791311
ENSG00000070214	9	108006903	108201452
ENSG00000070269	14	56955072	57117324
ENSG00000070366	17	1963133	2207065
ENSG00000070367	14	57670518	57735726
ENSG00000070371	22	19166986	19279239
ENSG00000070404	19	676392	683385
ENSG00000070413	22	19023795	19109967
ENSG00000070423	19	647526	663277
ENSG00000070444	17	2287354	2304412
ENSG00000070476	3	126156444	126194762
ENSG00000070495	17	74708919	74722866
ENSG00000070501	8	42195972	42229326
ENSG00000070526	17	74620843	74639920
ENSG00000070540	17	66417089	66453654
ENSG00000070610	9	35736863	35749983
ENSG00000070614	5	149865381	149937773
ENSG00000070669	7	97481430	97501854
ENSG00000070718	8	42010464	42029191
ENSG00000070729	16	57917503	58005020
ENSG00000070731	17	74559792	74583038
ENSG00000070756	8	101698044	101735037
ENSG00000070759	1	45809555	45956872
ENSG00000070761	16	58147496	58163354
ENSG00000070770	16	58191811	58231824
ENSG00000070778	14	88932122	89021077
ENSG00000070785	1	45316450	45452282
ENSG00000070814	5	149737202	149779871
ENSG00000070831	1	22379120	22419437
ENSG00000070882	7	24836158	25021253
ENSG00000070950	3	8817088	9005457
ENSG00000070961	12	89981828	90103077
ENSG00000071051	2	106361354	106510730
ENSG00000071054	2	102313312	102511149
ENSG00000071073	2	99235569	99347589
ENSG00000071082	2	101618177	101640494
ENSG00000071127	4	10075963	10118573
ENSG00000071189	7	17830385	17980124
ENSG00000071205	4	148653214	148993931
ENSG00000071242	6	166822852	167319939
ENSG00000071243	7	120590803	120617270
ENSG00000071246	14	77228532	77249354
ENSG00000071282	3	8543393	8609805
ENSG00000071462	7	73097355	73119491
ENSG00000071537	14	81937893	82000205
ENSG00000071539	5	892758	919472
ENSG00000071553	X	153656978	153664862
ENSG00000071564	19	1609291	1652604
ENSG00000071575	2	12857015	12882860
ENSG00000071626	19	1407568	1435719
ENSG00000071655	19	1576639	1592882
ENSG00000071794	3	148747914	148804341
ENSG00000071859	X	153672473	153679002
ENSG00000071889	X	153733350	153744566
ENSG00000071894	8	145618444	145634753
ENSG00000071967	2	172378757	172414643
ENSG00000071994	6	170884383	170893780
ENSG00000072041	12	85253492	85307394
ENSG00000072042	14	68143518	68162531
ENSG00000072062	19	14202500	14228896
ENSG00000072071	19	14260750	14316999
ENSG00000072110	14	69340860	69446157
ENSG00000072121	14	68194091	68283307
ENSG00000072133	X	83318984	83442933
ENSG00000072134	17	19118928	19240028
ENSG00000072135	2	131113580	131132982
ENSG00000072163	2	128395956	128439360
ENSG00000072195	2	220299568	220363009
ENSG00000072201	4	54325468	54567572
ENSG00000072210	17	19551449	19580911
ENSG00000072274	3	195754054	195809060
ENSG00000072310	17	17713713	17740325
ENSG00000072364	5	132211071	132299326
ENSG00000072401	10	60094735	60130513
ENSG00000072415	14	67707826	67802536
ENSG00000072422	10	62629196	62761198
ENSG00000072501	X	53401070	53449677
ENSG00000072506	X	53458206	53461320
ENSG00000072518	11	63606400	63678491
ENSG00000072571	5	162887209	162918947
ENSG00000072609	12	133398773	133532890
ENSG00000072682	5	131527531	131631008
ENSG00000072694	1	161551101	161648444
ENSG00000072736	16	68118654	68263162
ENSG00000072756	3	3168600	3192563
ENSG00000072778	17	7120444	7128592
ENSG00000072786	5	171469077	171615390
ENSG00000072803	5	171288553	171433877
ENSG00000072818	17	7239848	7254797
ENSG00000072832	4	5749811	5894785
ENSG00000072840	4	5712924	5830772
ENSG00000072849	17	5374571	5390131
ENSG00000072858	3	113251143	113348425
ENSG00000072864	16	15737124	15820210
ENSG00000072952	11	10594638	10715535
ENSG00000072954	19	16771938	16800840
ENSG00000072958	19	16308389	16346160
ENSG00000073008	19	45147098	45166850
ENSG00000073009	X	153769414	153796782
ENSG00000073050	19	44047192	44084625
ENSG00000073060	12	125261402	125367214
ENSG00000073067	7	1022835	1029276
ENSG00000073111	3	127317066	127341276
ENSG00000073150	22	50609160	50618723
ENSG00000073169	22	50639408	50656045
ENSG00000073282	3	189349205	189615068
ENSG00000073331	4	113206665	113363776
ENSG00000073350	17	73521161	73571289
ENSG00000073417	15	85523671	85682376
ENSG00000073464	X	10125024	10205700
ENSG00000073536	17	33455772	33469334
ENSG00000073578	5	218356	256815
ENSG00000073584	17	38781214	38804760
ENSG00000073605	17	38060848	38076107
ENSG00000073614	12	389295	498620
ENSG00000073670	17	42836399	42859214
ENSG00000073711	3	135684515	135866733
ENSG00000073712	14	53323986	53419153
ENSG00000073734	2	169779448	169887832
ENSG00000073737	2	169921299	169952677
ENSG00000073756	1	186640923	186649559
ENSG00000073792	3	185361527	185542844
ENSG00000073803	3	185000729	185206885
ENSG00000073849	3	186648274	186796341
ENSG00000073861	17	45810610	45823485
ENSG00000073905	X	80184999	80185846
ENSG00000073910	13	32605437	32870794
ENSG00000073921	11	85668727	85780924
ENSG00000073969	17	44668035	44834830
ENSG00000074047	2	121493199	121750229
ENSG00000074054	2	122095352	122407163
ENSG00000074071	16	1821891	1823156
ENSG00000074181	19	15270444	15311792
ENSG00000074201	11	77225981	77348850
ENSG00000074211	4	6322305	6565327
ENSG00000074219	19	49843852	49865714
ENSG00000074266	11	85955586	85989855
ENSG00000074276	5	175969512	176022975
ENSG00000074319	11	18489883	18548779
ENSG00000074356	17	3714460	3749545
ENSG00000074370	17	3827169	3867736
ENSG00000074410	15	63613577	63674360
ENSG00000074416	3	127407909	127542051
ENSG00000074527	12	96051583	96184930
ENSG00000074582	2	219523487	219528166
ENSG00000074590	12	106457118	106533811
ENSG00000074603	15	65734801	65810042
ENSG00000074621	15	65903704	65953333
ENSG00000074657	18	56529832	56653712
ENSG00000074660	17	1537152	1549041
ENSG00000074695	18	56995055	57027194
ENSG00000074696	15	65822756	65870687
ENSG00000074706	6	154475631	154677926
ENSG00000074755	17	3907739	4046314
ENSG00000074800	1	8921061	8939308
ENSG00000074842	19	4641386	4670382
ENSG00000074855	19	17434032	17445638
ENSG00000074935	6	112391980	112408732
ENSG00000074964	1	17866330	18024369
ENSG00000074966	4	48068410	48136273
ENSG00000075073	10	71163659	71176623
ENSG00000075089	12	100592900	100635643
ENSG00000075131	15	66628544	66679084
ENSG00000075142	7	87834433	87856308
ENSG00000075151	1	21132963	21503377
ENSG00000075188	12	102467967	102513902
ENSG00000075213	7	83585093	84122040
ENSG00000075218	22	46692638	46726707
ENSG00000075223	7	80371854	80551675
ENSG00000075234	22	46663858	46689905
ENSG00000075239	11	107992243	108018503
ENSG00000075240	22	46971909	47075688
ENSG00000075275	22	46756731	46933067
ENSG00000075292	2	71503691	71662199
ENSG00000075303	7	87462883	87505672
ENSG00000075336	18	71815746	71826197
ENSG00000075391	1	178062864	178448644
ENSG00000075399	16	89773542	89787394
ENSG00000075407	10	38383264	38414472
ENSG00000075413	14	103851729	103970168
ENSG00000075415	12	98987369	98995946
ENSG00000075420	3	171757418	172119455
ENSG00000075426	2	28615315	28640179
ENSG00000075539	4	48499378	48782339
ENSG00000075568	2	98372799	98612388
ENSG00000075618	7	5632439	5646286
ENSG00000075624	7	5566782	5603415
ENSG00000075643	18	33767482	33852120
ENSG00000075651	3	171318195	171528740
ENSG00000075673	13	25254549	25285921
ENSG00000075702	19	36545783	36596008
ENSG00000075711	3	196769431	197026171
ENSG00000075785	3	128444965	128533639
ENSG00000075790	7	107220422	107269615
ENSG00000075826	10	102246399	102289628
ENSG00000075856	12	108916357	108955176
ENSG00000075884	2	143848931	144525921
ENSG00000075914	3	45016733	45077558
ENSG00000075945	1	169890467	170054349
ENSG00000075975	3	12598513	12625212
ENSG00000076003	2	136597196	136633996
ENSG00000076043	11	114310108	114321001
ENSG00000076053	11	114270752	114284925
ENSG00000076067	12	56915713	56984745
ENSG00000076108	12	56989380	57030600
ENSG00000076201	3	47422501	47454931
ENSG00000076242	3	37034823	37107380
ENSG00000076248	12	109535379	109548797
ENSG00000076258	1	171283347	171311223
ENSG00000076321	1	173684080	173755840
ENSG00000076351	17	26721661	26734215
ENSG00000076356	1	208195587	208417665
ENSG00000076382	17	26904588	26926297
ENSG00000076513	12	110436991	110477568
ENSG00000076554	8	80870571	81143467
ENSG00000076555	12	109554400	109706031
ENSG00000076604	17	27071002	27077974
ENSG00000076641	8	81880045	82024303
ENSG00000076650	19	33571786	33621448
ENSG00000076662	19	10444452	10450499
ENSG00000076685	10	104845940	104953056
ENSG00000076706	11	119179241	119192231
ENSG00000076716	X	132434131	132549518
ENSG00000076770	X	131503345	131623996
ENSG00000076826	19	7660788	7683190
ENSG00000076864	1	21922708	21995801
ENSG00000076924	19	7684411	7694451
ENSG00000076928	19	42387228	42434302
ENSG00000076944	19	7701767	7712759
ENSG00000076984	19	7968728	7979363
ENSG00000077044	2	234263153	234380750
ENSG00000077063	7	117350705	117514193
ENSG00000077092	3	25215823	25639423
ENSG00000077097	3	25639475	25706398
ENSG00000077147	10	98277866	98347209
ENSG00000077150	10	104153867	104162281
ENSG00000077152	1	202300785	202311108
ENSG00000077157	1	202317827	202561834
ENSG00000077232	2	183580999	183659191
ENSG00000077235	16	27470876	27561234
ENSG00000077238	16	27324989	27376099
ENSG00000077254	1	78161672	78225537
ENSG00000077312	19	41256542	41271294
ENSG00000077327	10	22634399	22743153
ENSG00000077348	19	41892279	41903384
ENSG00000077380	2	172543919	172604930
ENSG00000077420	10	26727132	26856732
ENSG00000077454	7	100169855	100183776
ENSG00000077458	11	95502106	95523573
ENSG00000077463	19	4174106	4182601
ENSG00000077498	11	88910620	89028927
ENSG00000077514	11	74204896	74380162
